title,description,status,year,jurisdiction,source,datePromulgated,yearEnded,learnMore,learnMoreLanguage,dateModified,countries,states,technologies,tags,policyType
Clean hydrogen and carbon capture investment,"<div>The Australian Government has announced AUD 539.2 million investment in clean hydrogen and carbon capture and storage (CCS) and carbon capture, utilisation and storage (CCUS) as part of emissions reduction and economic recovery efforts in the 2021-2022 Budget, which is expected to create 2,500 jobs. This announcement includes: - AUD 275.5 million to support the development of four additional clean hydrogen hubs in regional Australia, trial a hydrogen certification scheme, and fund legal and market reforms. - AUD 263.7 million to support the development of CCS/CCUS projects and hubs.</div>",In force,2021,National,International Energy Agency,,,https://www.industry.gov.au/news/clean-hydrogen-and-carbon-capture-investment-to-create-2500-jobs-while-reducing-emissions,,1649071625430,"[{""iso3"":""AUS"",""name"":""Australia""}]",[],"[""Transport technologies"",""Methane pyrolysis"",""Methane reformation (incl. SMR, ATR, POx)"",""PEM electrolysers"",""Pipelines (incl. compressor stations)"",""Gasification"",""Hydrogen"",""Alkaline electrolysers"",""Direct reduced iron (incl. hydrogen-based)"",""CO2 storage"",""CO2 capture and transport technologies"",""CO2 Capture"",""CO2 transportation"",""Hydrogen and CO/CO2-based chemicals"",""Hydrogen electrolysis technologies"",""SOEC electrolysers"",""Storage (excl. geological storage)"",""Synthetic fuel production""]","[""Government Energy Spending""]","[{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in carbon capture, use and storage"",""category"":null},{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in hydrogen"",""category"":null},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""}]"
Technology neutral tenders,"<div>The European Commission (EC), under its EU State aid rules, approved a EUR 400 million aid for Denmark to develop its electricy production from renewable sources, and will be awarded through a competitive bidding process, organized until 2024. </div>

<div> </div>

<div>Denmark intends to meet its renewable energy targets with renewable energy generation sources such as onshore  &amp;  offshore wind turbines, hydroelectric and wave power plants, and solar PV. </div>",In force,2021,National,International Energy Agency,,2024,https://ens.dk/en/our-services/current-tenders/technology-neutral-tenders,English,1637311702000,"[{""iso3"":""DNK"",""name"":""Denmark""}]",[],"[""Hydropower (excl. pumped hydro)"",""Marine energy"",""Ocean (incl. wave, thermal and salinity gradient)"",""Solar PV"",""Wind onshore"",""Wind offshore"",""Electricity generation and CHP technologies"",""Wind""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
Funding to Advance Integrating Hydrogen and Nuclear Power,"<div>The department of Energy (DOE) opened a funding opportunity of up to USD 20 million which will be available to projects that demonstrate systems producing hydrogen from nuclear power plants. This is a joint effort between the US DOE Hydrogen and Fuel Cell Technologies Office and the Nuclear Energy Office, aiming to support projects for clean and affordable hydrogen production, storage, transport, and use in multiple sectors. It is a part of the H2@Scale for clean and affordable hydrogen production, storage, transport and use. </div>",In force,2021,National,International Energy Agency,,,https://www.energy.gov/eere/fuelcells/articles/apply-funding-opportunity-advance-technologies-integrating-hydrogen-and,English,1655124394854,"[{""iso3"":""USA"",""name"":""United States""}]",[],"[""Nuclear"",""Electricity generation and CHP technologies"",""Hydrogen electrolysis technologies""]","[""Government Energy Spending""]","[{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in hydrogen"",""category"":null},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""}]"
Funding for solar deployment in underserved communities,"<div>The US Department of Energy (DOE) announced USD 15.5 million in funding to support solar energy deployment in underserved communitties and build a skilled solar workforce. </div><div> </div><div>Through two programs, SolSmart and the Solar Energy Innovation Network, the DOE will emphasize assistance for underserved communities through:</div><div>- USD 5.5 million in technical assistance through the Solar Energy Innovation Network (SEIN), a collaborative program that connects different actors to technical experts at DOE’s National Laboratories to develop innovative solutions to regional challenges associated with solar energy adoption;</div><div>- USD 10 million in funding for a SolSmart administrator for the next five years, who will update and manage the program to encourage more equitable solar deployment and the adoption of emerging technologies, such as solar + storage.<br><br>On 24 May 2022, DOE announced two awardees to manage the expansion of SolSmart. SolSmart has helped hundreds of local governments make it easier and more affordable to go solar and aims to help another 500 communities over the next five years. The Interstate Renewable Energy Council (IREC) and the International City/County Management Association (ICMA) will share the USD 10 million awards to update and expand SolSmart over the next five years.</div>",In force,2021,National,International Energy Agency,,,https://www.energy.gov/articles/doe-launches-initiatives-accelerate-solar-deployment-underserved-communities,,1668794794416,"[{""iso3"":""USA"",""name"":""United States""}]",[],"[""Solar PV"",""Electricity generation and CHP technologies""]","[""Government Energy Spending"",""Covid-related""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
"National Recovery and Resilience Plan / M2C2: Renewable energy, hydrogen, grid and sustainable mobility","<div>Among the objectives of the Italian National Recovery and Resilience plan, one aims to develop low-carbon technologies and to settle more sustainable and resilient electricity and transport sectors. </div><div> </div><div>This component includes five objectives:</div><div> </div><div><strong> </strong>1. <strong>Increase energy from renewable sources</strong></div><div>     - PV in agriculture </div><div>     - Energy communities </div><div>     - Innovative clean energy production (including off-shore) </div><div>     - Development of biomethane </div><div> </div><div>2.<strong> Improvement and digitalisation of the electricity grid, to better accommodate the increased production from renewables and increase resilience to extreme climatic phenomena</strong></div><div>     - smart grid</div><div>     - climate resilience of grids </div><div> </div><div>3.<strong> Production, distribution and final use of hydrogen </strong></div><div>     - Hydrogen production in industrial areas </div><div>     - Hydrogen use in hard-to-abate sectors </div><div>     - Hydrogen for road transport </div><div>     - Hydrogen for rail transport</div><div>     - RDD in hydrogen </div><div> </div><div>4.<strong> Sustainable transport :</strong></div><div>     - Cycling mobility </div><div>     - High-speed mass transport </div><div>     - Development of EV charging infrastructure </div><div>     - Green bus and trains</div><div> </div><div>5. <strong>Research and development, for the main supply chains for the energy transition</strong></div><div><strong>     </strong>- Renewables and batteries</div><div>     - Hydrogen</div><div>     - Electric buses </div><div>     - Start-up and venture capitals for energy transition</div><div> </div>",In force,2021,National,International Energy Agency,,,https://www.governo.it/sites/governo.it/files/PNRR_0.pdf,,1684923481752,"[{""iso3"":""ITA"",""name"":""Italy""}]",[],"[""Solar PV"",""Electricity generation and CHP technologies"",""Hydrogen electrolysis technologies""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in electricity networks"",""category"":null},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Technology R&D and innovation"",""family"":""Resource push"",""name"":""Finance"",""category"":""Investment in third party equity fund for start-ups""},{""topic"":""Technology R&D and innovation"",""family"":""Resource push"",""name"":""Grants"",""category"":""Grants for demonstration projects""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Buses""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Urban transit""}]"
National Plan for Recovery and Resilience - Component 1.2: Emerging energy technologies,"<div>Axis 1 of the Belgian National Plan for Recovery and Resilience targets climate, sustainability and innovation. Component 1.2 aims at supporting emerging energy technologies, with two main regulation streams:</div><div> - encouragements to the development of non-fossil based hydrogen and carbon markets, </div><div> - a reform of fossil fuel subsidies, </div><div> </div><div>Six main investments are planned:</div><div> - Hydrogen and CO2 infrastructure</div><div> - Value chain for hydrogen economy </div><div> - Development of low emission industry </div><div> - Platform for research in energy transition technologies </div><div> - Network for renewable heat EUR </div><div> - Offshore energy island</div><div> </div><div>A public budget of EUR 2,104 million is allocated to this component.</div>",In force,2021,National,International Energy Agency,,,https://dermine.belgium.be/sites/default/files/articles/FR%20-%20Plan%20national%20pour%20la%20reprise%20et%20la%20re%CC%81silience.pdf,,1682523989203,"[{""iso3"":""BEL"",""name"":""Belgium""}]",[],"[""Heating, cooling and climate control technologies"",""Wind offshore"",""Electricity generation and CHP technologies"",""District heating"",""CO2 capture and transport technologies"",""CO2 transportation"",""Wind""]","[""Government Energy Spending"",""Covid-related""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Buildings"",""family"":""Incentives and investments"",""name"":""Government spending for energy-efficient buildings"",""category"":""Existing buildings""}]"
National recovery plan / 2. Physical infrastructure and Green Transition / Transition to cleaner energy sources,"<div>The 2nd pillar of the Czech National Recovery Plan concerns physical infrastructures and green transition. The 3rd submeasure concerns ""Transition to cleaner energy sources"". It consists of:</div><div> </div><div>- Measures for the development of renewable energy sources</div><div>- Measures for the transformation and modernization of the district heating system</div><div>- Construction of new photovoltaic energy sources</div><div>- Modernization of the heat distribution network</div>",In force,2021,National,International Energy Agency,,,https://www.planobnovycr.cz/,,1668701172182,"[{""iso3"":""CZE"",""name"":""Czech Republic""}]",[],"[""Solar PV"",""Heating, cooling and climate control technologies"",""Electricity generation and CHP technologies""]","[""Government Energy Spending"",""Covid-related""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
Stimulation of sustainable energy production and climate transition (SDE++),"<div><br><br></div><div>In 2020, the scope of the previous subsidy scheme, SDE+, was broadened from renewable energy production to other CO2 emission reduction measures such as CCS within the SDE ++ scheme.<br><br>The SDE++ is a subsidy scheme targeting technologies related to low carbon power and CO2 sequestration. Only industries, companies and non profit organisations can apply to the programme. </div><div> </div><div>There are five main categories for this scheme: </div><div>1. Renewable electricity (Hydropower, wind, solar...)</div><div>2. Renewable heat (solar thermal, geothermal, biomass combustion…)</div><div>3. Renewable gas (biomass fermentation or gasification)</div><div>4. Low CO2 heat (electric boiler, industrial heat pump…)</div><div>5. Low CO2 production (CCUS, hydrogen…)</div><div> </div><div>The grant is distributed over the span of up to 12 to 15 years, depending on the technology. The funding allocated is computed according to the amount of energy the firm produces or the amount of avoided emissions related to the technology. </div><div> </div><div>In 2020 and 2021, EUR 5 billion grants were available through this programme. </div><div> </div><div>In the 2020 round, the CCUS project in the Port of Amsterdam will contribute to sequester 2.5 million tons of CO2 per year, through a EUR 2.1 billion investment. EUR 2 billion were distributed to solar and wind projects with the rest towards energy efficiency in industry.</div>",In force,2020,National,International Energy Agency,,,https://www.rvo.nl/subsidie-en-financieringswijzer/sde,,1685001198466,"[{""iso3"":""NLD"",""name"":""Netherlands""}]",[],"[""CO2 storage"",""CO2 capture and transport technologies"",""CO2 transportation""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
National budget 2021 - Research on hydrogen,"<div>The government proposed to double the allocation for hydrogen in the country’s revised national budget. </div>

<div> </div>

<div>In the state budget for 2021, NOK 100 million has already been allocated, and another NOK 100 million is proposed. The newly proposed budget will go to the development of infrastructure and hydrogen market, as well as a new research center for environmentally friendly energy (FME). </div>",In force,2021,National,International Energy Agency,,,https://www.regjeringen.no/no/aktuelt/hydrogen/id2848608/,,1637919748000,"[{""iso3"":""NOR"",""name"":""Norway""}]",[],"[""Hydrogen"",""Combustion-based power generation"",""Electricity generation and CHP technologies""]","[""Government Energy Spending""]","[{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in hydrogen"",""category"":null},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""}]"
Investment for the installation of PV panels in agriculture,"<div>In the framework of the Small Investments in Agricultural Exploration programme, the Portuguese Ministry of Agriculture announced the opening of application process for the installation of PV panels in agricultural holdings.</div>

<div> </div>

<div>The Ministry of Agriculture will allocate EUR 10 million to this initiative.</div>",In force,2021,National,International Energy Agency,,2021,https://www.agroportal.pt/wp-content/uploads/2021/05/11_Anuncio_322_paineisfotov_14052021.pdf,Portuguese,1626190916000,"[{""iso3"":""PRT"",""name"":""Portugal""}]",[],"[""Photovoltaic technologies"",""Solar PV"",""Electricity generation and CHP technologies""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Recovery and resilience plan / Social Cohesion and Resilience / Sustainable Housing Policy,"<div>As part of its EU National Resilience and Recovery Plan, Luxembourg developed three pillars to orient its national policies to develop the EU's political objectives in Luxembourg, including Social Cohesion and Resilience, Green Transition and Digital &amp; Innovative Governance. </div><div> </div><div>For its housing measure, the government intends to develop sustainability criteria in its housing criteria, with the implementation of energy efficiency standards, and the development of renewable energies in buildings.  </div><div> </div><div>The policy includes projects such as 'Pacte Logement 2.0"" and ""Neischmelz"", with a total budget of 24 million EUR from the EU funds, and estimated cost envisaged at 51.46 million EUR, with in particular the development of geothermal energy in this project. </div>",In force,2021,National,International Energy Agency,,,https://mfin.gouvernement.lu/dam-assets/publications/PRR-Final.pdf,,1647686923193,"[{""iso3"":""LUX"",""name"":""Luxembourg""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
Maori & Public Housing Renewable Energy Fund,"<div>The Maori &amp; Public Housing Renewable Energy Fund is an initiative aimed at funding renewable energy technology adoption in Maori and public housing. The initiative also combines energy affordability and efficiency priorities.<br><br>A total of NZD 28 million was dedicated to the fund; a further NZD 2 million was dedicated from the Community Renewable Energy Fund to boost the final rounding of fundings.<br><br>In total, 50 projects covering more than 2,000 homes were covered by the fund--including 11 public housing centers administered by Kalinga Ora, the New Zealand Public Housing Agency. Kalinga Ora estimated that targeted households will save up to NZD 1,000 annually on power bills.<br><br></div>",Ended,2021,National,International Energy Agency,,2024,https://www.beehive.govt.nz/sites/default/files/2021-05/PR%20attachment%20-%20Maori%20housing%20renewable%20energy%20fund%20-%20Round%201.pdf,,1713571840851,"[{""iso3"":""NZL"",""name"":""New Zealand""}]",[],"[""Solar PV"",""Energy storage technologies"",""Building envelope technologies"",""Heating, cooling and climate control technologies"",""Electricity generation and CHP technologies"",""Battery technologies""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Recovery and resilience plan / CTD / Hydrogen and renewables/ Investments in hydrogen and renewable gases,"<div>Portugal submitted its recovery and resilience plan to the European Commission, as part of the EU Recovery and Resilience Facility.</div><div> </div><div>The plan is composed of 20 different components that are structured in 3 main dimensions (Resilience, Climate transition, and Digital transition).</div><div> </div><div>The dimension of climate transition includes four components that can be considered as directly relevant for the energy sector. This initiative is part of the component related to hydrogen and renewables (Component 14). </div><div> </div><div>The investments in hydrogen and renewable gases will be allocated to projects linked to (total budget 185 million EUR):</div><div>- Electrolysis (electrochemical and photoelectrochemical processes)</div><div>- Thermochemical and hydrothermal processes (Gasification and pyrolysis)</div><div>- Biological processes (biophotolysis and fermentation)</div><div>- Biogas enrichment from anaerobic digestion of biomass materials (does not include biogas production)</div><div>- Methanation (renewable hydrogen combined with recycled carbon dioxide)</div><div> </div><div>The objective is to promote both solutions of self-consumption and injection into the network, achieving a capacity of 264 MW of renewable gas production by 2025. </div>",In force,2021,National,International Energy Agency,,2025,https://www.portugal.gov.pt/download-ficheiros/ficheiro.aspx?v=%3d%3dBQAAAB%2bLCAAAAAAABAAzNDQzNgYA62SpeQUAAAA%3d,,1648055842949,"[{""iso3"":""PRT"",""name"":""Portugal""}]",[],"[""Thermochemical"",""Thermochemical transformation"",""Fermentation"",""Biochemical (incl. anaerobic digestion)"",""Bioenergy supply and transformation technologies"",""Cultivation and harvesting of biomass"",""Hydrogen electrolysis technologies"",""Hydrotreatment"",""Technologies for production of gaseous biofuels"",""Technologies for production of liquid biofuels""]","[""Government Energy Spending""]","[{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in hydrogen"",""category"":null},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""}]"
Recovery and resilience plan / CTD / Hydrogen and renewables/ Potentiation of renewable electricity in the Madeira Archipelago,"<div>Portugal submitted its recovery and resilience plan to the European Commission, as part of the EU Recovery and Resilience Facility.</div><div> </div><div>The plan is composed of 20 different components that are structured in three main dimensions (Resilience, Climate transition, and Digital transition).</div><div> </div><div>The dimension of climate transition includes four components that can be considered as directly relevant for the energy sector. This initiative is part of the component related to hydrogen and renewables (Component 14). </div><div> </div><div>The investment in renewable electricity in Arquipélago da Madeira is worth EUR 69 million. The objective is to prepare a thermoelectrical phase-out by adopting the following measures:</div><div>- Integration of renewable energy sources</div><div>- Creation of a specific framework for the production of renewable electricity</div><div>- Digitalization of the electricity network: development of smart grids</div><div>- Integrating energy efficient solutions in all sectors</div><div>- Electrification</div><div>- Creation of incentives for private investment in renewable electricity production (reference tariffs &amp; auctions)</div><div> </div><div>Some concrete actions are already envisaged:</div><div>- Increase the installed capacity of the Serra de Água hydroelectric power plant &amp; remodelling the Calheta I hydroelectric power plant.</div><div>- Install a battery system in Porto Santo and Madeira </div><div>- Install a synchronous compensator </div><div>- Install 130,000 smart meters in the next 5 years, modernize 8,750 public lighting points, and develop charging infrastructure for EV.</div>",In force,2021,National,International Energy Agency,,2025,https://www.portugal.gov.pt/download-ficheiros/ficheiro.aspx?v=%3d%3dBQAAAB%2bLCAAAAAAABAAzNDQzNgYA62SpeQUAAAA%3d,Portuguese,1648055727639,"[{""iso3"":""PRT"",""name"":""Portugal""}]",[],"[""Hydropower (excl. pumped hydro)"",""Solar PV"",""Energy storage technologies"",""Digital technologies and systems"",""Demand response (digital)"",""Electricity generation and CHP technologies"",""Smart meters"",""Wind"",""Battery technologies""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""}]"
National Recovery Plan / B. Green energy and energy efficiency / B2. & B3.  Renewable energy,"<div><br></div><div>Under pillar Pillar B of the Polish National Recovery Plan ( ""Green energy and energy efficiency""), the ""B2. Renewable energies"" policy platform encompasses the following investments and support measures:</div><div> </div><div>B2.1 Improving conditions for the development of hydrogen technologies and other decarbonised gases </div><div>-Investment in hydrogen technologies, production, storage and transportation; it includes: </div><div>- Preparation of the Polish Hydropower Strategy until 2030 </div><div>- Amendment of acts (Electromobility and alternative fuels; fuel quality monitoring and control system) to encompass hydrogen as an alternative fuel in transport</div><div>- Construction of electrolysers (mostly using RES energy for hydrogen production)</div><div>- Development of infrastructures for transmission, distribution and transport of hydrogen. </div><div>- Building of storage facilities and hydrogen-powered transport units</div><div> </div><div>B2.2 Improving conditions for the development of renewable energy sources:</div><div>-Transmission grid development and smart electricity infrastructure</div><div>-Renewable energy installation among energy communities</div><div>-Construction of offshore terminal infrastructures</div>",In force,2022,National,International Energy Agency,,,https://www.gov.pl/web/planodbudowy/kpo-wyslany-do-komisji-europejskiej,Polish,1706602065628,"[{""iso3"":""POL"",""name"":""Poland""}]",[],"[""Power transformation and distribution technologies"",""Heating, cooling and climate control technologies"",""Bioenergy supply and transformation technologies"",""Hydrogen electrolysis technologies""]","[""Government Energy Spending"",""Covid-related""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""}]"
Recovery and resilience plan / CTD / Hydrogen and renewables/ Energy transition in Azores,"<div>The European Commission endorsed Portugal's recovery plan, as part of the EU Recovery and Resilience Facility. The plan is composed of 20 different components that are structured in three main dimensions: Resilience, Climate transition, and Digital transition. </div><div> </div><div>This initiative is part of the component ""hydrogen and renewables"" (Component 14) from the climate transition dimension, with a total budget of 116 million EUR. </div><div> </div><div>To support the energy transition in Açores, the following measures are envisaged:</div><div>- Increase the potential of the installed capacity of geothermal energy and achieve 17 MW:  install a 5MW generator at the Ribeira Grande geothermal power plant, and expand the Pico Alto geothermal power plant. </div><div>- Increase the installed capacity of renewable energy in Corvo</div><div>- Install storage systems for electricity in the remaining 6 islands of RAA</div><div>- Increase the overall electricity installed capacity by 12.6 MW</div><div> </div>",In force,2021,National,International Energy Agency,,2025,https://www.portugal.gov.pt/download-ficheiros/ficheiro.aspx?v=%3d%3dBQAAAB%2bLCAAAAAAABAAzNDQzNgYA62SpeQUAAAA%3d,Portuguese,1648055690310,"[{""iso3"":""PRT"",""name"":""Portugal""}]",[],"[""Solar PV"",""Energy storage technologies"",""Electricity generation and CHP technologies"",""Wind"",""Geothermal electricity""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
"Economic Recovery and Resilience ""New Generation Lithuania"" / Green Transformation / Sustainable Electricity","<div>The Sustainable Electricity measure of the Green Transformation as part of the National Resilience and Recovery Plan is meant to promote production, transmission, and use of electricity consumption using the most cost effective technologies, improving institutional mechanisms, and providing incentives for businesses and citizens to invest. Lithuania will implement 242.39 million EUR from EU funding, 157.44 million from private entities and 55.716 million EUR from its national budget. Planned investments include onshore solar and wind power plants, a solar power park, and storage facilities.</div><div> </div>",In force,2021,National,International Energy Agency,,,https://finmin.lrv.lt/uploads/finmin/documents/files/Naujos%20kartos%20Lietuva_2021_05_14.pdf,,1669221025345,"[{""iso3"":""LTU"",""name"":""Lithuania""}]",[],"[""Power transformation and distribution technologies"",""Energy storage technologies"",""Electricity generation and CHP technologies""]","[""Government Energy Spending"",""Covid-related""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
"ARPA-E, ONWARDS programme - Limiting the nuclear waste","<p>The US Department of Energy (DOE) announced a USD 40 million funding for a new Advanced Research Projects Agency-Energy (ARPA-E) program aims to limit the amount of waste produced by advanced nuclear reactors, protect the land and air, and increase the deployment of nuclear as a reliable source of energy. The funding will finance the Optimizing Nuclear Waste and Advanced Reactor Disposal Systems (ONWARDS) program, which is ARPA-E's first program working to identify transformative Advanced Nuclear Reactor (AR), used nuclear fuel (UNF) waste, and UNF disposal pathways. </p>",In force,2021,National,International Energy Agency,,,https://arpa-e.energy.gov/technologies/programs/onwards,,1649660599018,"[{""iso3"":""USA"",""name"":""United States""}]",[],"[""Nuclear"",""Nuclear waste management and decommissioning"",""Advanced fission reactors (incl. fast neutrons)"",""Electricity generation and CHP technologies""]","[""Government Energy Spending"",""Covid-related""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Technology R&D and innovation"",""family"":""Resource push"",""name"":""Grants"",""category"":""Grants for R&D projects""}]"
"Economic Recovery and Resilience ""New Generation Lithuania"" / Green Transition / Increasing the production of local fuels for RES","<div>The increasing production of fuels for RES measure of the green transition part of the National Resilience and Recovery Plan aims to develop local fuels from renewable energy sources. Lithuania will invest 832.1 million EUR with EU funds to implement its Green Transition, with an additional 169.2 million EUR from alternative EU finance instruments, 257.44 million EUR from private legal entities and 45.26 million EUR from its national budget. <br><br>This policy will provide state aid for biomethane gas production installations, including biogas plants for natural gas networks and to vehicles, investment support from EU funding to develop production capacity for companies on biofuels, and development of 'green hydrogen' production. </div><div> </div><div> </div>",In force,2021,National,International Energy Agency,,,https://finmin.lrv.lt/uploads/finmin/documents/files/Naujos%20kartos%20Lietuva_2021_05_14.pdf,,1669221734469,"[{""iso3"":""LTU"",""name"":""Lithuania""}]",[],"[""Transport technologies"",""Vehicle type"",""Bioenergy supply and transformation technologies""]","[""Government Energy Spending"",""Covid-related""]","[{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in biofuels"",""category"":""Biogas""},{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in hydrogen"",""category"":null},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in biofuels"",""category"":""Other""}]"
University Hydrogen Turbine System Research,"<div>The US Department of Energy announced USD 6.2 million in federal funding for eight university-led R&amp;D projects aimed at advancing hydrogen as a high-performing, efficient gas for turbine-based electricity generation. </div><div> </div><div>The projects, supported by the DOE Office of Fossil energy's “University Turbines System Research (UTSR)” program will study barriers to the performance and efficiency of combustion of turbines fuelled with pure hydrogen, hydrogen and natural gas mixtures, and other carbon-free hydrogen containing fuels.</div><div> </div><div> </div><div> </div>",In force,2021,National,International Energy Agency,,,https://www.energy.gov/articles/doe-awards-62-million-cutting-edge-research-efficient-hydrogen-gas-turbines,,1649660970041,"[{""iso3"":""USA"",""name"":""United States""}]",[],"[""Hydrogen"",""Combustion-based power generation"",""Electricity generation and CHP technologies""]","[""Government Energy Spending"",""Covid-related""]","[{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in hydrogen"",""category"":null},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""}]"
National Recovery and Resilience Plan -Advancing the Green Transition,"<div>Ireland's National Recovery and Resilience Plan is an investment plan contributing to a sustainable, equitable, green and digital recovery effort. Ireland is committed to a 7% per annum reduction in overall GHG emissions from 2021 to 2030 (51% reduction over the decade) and to achieving net zero emissions by 2050.  As a response to the severe health and economic crisis caused by COVID-19, Ireland's plan is set for 16 investments and 9 reform commitments totaling just under 1 billion euros, and is supported by grants from the Recovery and Resilience Facility and national funds. </div>",In force,2021,National,International Energy Agency,,2026,https://www.gov.ie/en/publication/d4939-national-recovery-and-resilience-plan-2021/,,1647598925344,"[{""iso3"":""IRL"",""name"":""Ireland""}]",[],[],"[""Government Energy Spending"",""Covid-related""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
Australian government support for solar hydro power plant in Mildura,"<div>The Australian government, through the Australian Renewable Energy Agency (ARENA) and its Advancing Renewables Program, is providing AUD 15 million to a concentrated solar project with thermal hydro storage. </div><div> </div><div>The flagship project has a 4 MW solar capacity and 3 MW / 50 MWh storage capacity. The manufacturing facility will also be expanded to allow for future project deployment. </div>",In force,2021,National,International Energy Agency,,,https://www.energy.gov.au/news-media/news/innovative-solar-hydro-tech-power-regional-victoria,English,1649165831170,"[{""iso3"":""AUS"",""name"":""Australia""}]",[],"[""Solar thermal electricity"",""Solar PV"",""Energy storage technologies"",""Electricity generation and CHP technologies"",""Thermal storage""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Australian government support for hydrogen use in alumina refining,"<div>The Australian government will provide up to AUD 580 thousand through the Australian Renewable Energy Agency (ARENA) and in collaboration with Rio Tinto. </div><div> </div><div>The objectives is to assess hydrogen-fuelled calcination technology at Rio Tinto's Yarwun alumina refinery in Gladstone, Queensland.</div>",In force,2021,National,International Energy Agency,,,https://www.energy.gov.au/news-media/news/supporting-low-emissions-future-alumina-refining,,1668593642015,"[{""iso3"":""AUS"",""name"":""Australia""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in hydrogen"",""category"":null},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""}]"
